ID	Population	Site	Depth	Est_K	P1	P2	P3	P4	group	relatedness	mean_IBD_length.kb	N50_IBD_Length.kb	Mean_IBD_goodness	cluster	year	eff_k
QG0216-C	DR of the Congo	Kinshasa	99.28	1	1	0	0	0	Africa1	NA	NA	NA	NA	NA	2013	1
QG0217-C	DR of the Congo	Kinshasa	72.64	2	0.55	0	0.45	0	Africa1	0.0785179039799316	4.88783333333333	10.911	0.772935199071835	Unrelated	2013	1.98019801980198
QG0218-C	DR of the Congo	Kinshasa	60.68	2	0.95	0	0.05	0	Africa1	0.585412304913992	205.904516129032	1004.11	0.403781767471538	Sib	2013	1.10497237569061
QG0219-C	DR of the Congo	Kinshasa	10.18	1	0.99	0	0	0	Africa1	NA	NA	NA	NA	NA	2013	1.02030405060708
QG0220-C	DR of the Congo	Kinshasa	8.14	1	0.96	0.01	0.01	0.01	Africa1	0.318030084583789	NA	NA	NA	NA	2013	1.08471634667534
QG0221-C	DR of the Congo	Kinshasa	7.99	4	0.02	0.32	0.64	0.02	Africa1	0.304874789433495	NA	NA	NA	NA	2013	1.95007800312013
QG0223-C	DR of the Congo	Kinshasa	7.17	1	0.99	0	0	0	Africa1	NA	NA	NA	NA	NA	2013	1.02030405060708
QG0224-C	DR of the Congo	Kinshasa	8.73	2	0.74	0.01	0	0.25	Africa1	0.334178010024	121.972981481481	366.089	0.000960333883095466	Other	2013	1.63880694854146
QG0225-C	DR of the Congo	Kinshasa	19.16	1	1	0	0	0	Africa1	NA	NA	NA	NA	NA	2013	1
QG0226-C	DR of the Congo	Kinshasa	23.55	3	0	0.27	0.59	0.13	Africa1	0.398445416784295	256.385567164179	1075.918	0.157924266902304	Sib	2013	2.28362639872117
QG0228-C	DR of the Congo	Kinshasa	24.36	1	1	0	0	0	Africa1	NA	NA	NA	NA	NA	2013	1
QG0229-C	DR of the Congo	Kinshasa	8.71	2	0.62	0	0.38	0	Africa1	0.264438749935483	114.186384615385	1156.627	0.508958150305104	Other	2013	1.8910741301059
QG0230-C	DR of the Congo	Kinshasa	8.7	2	0.66	0	0	0.34	Africa1	0.185397150426766	3.72133333333333	11.059	0.522020679367959	Other	2013	1.81422351233672
QG0231-C	DR of the Congo	Kinshasa	36.33	3	0.55	0	0.03	0.42	Africa1	0.412879233298317	319.259283783784	991.847	0.10450773307071	Other	2013	2.08420175072947
QG0232-C	DR of the Congo	Kinshasa	13.02	1	1	0	0	0	Africa1	NA	NA	NA	NA	NA	2013	1
QG0233-C	DR of the Congo	Kinshasa	22.17	1	0.99	0	0	0	Africa1	NA	NA	NA	NA	NA	2013	1.02030405060708
QG0234-C	DR of the Congo	Kinshasa	98.01	2	0.9	0	0.1	0	Africa1	0.19593546461013	31.7513	51.558	0.582086568293519	Other	2013	1.21951219512195
QG0235-C	DR of the Congo	Kinshasa	29.2	2	0.63	0	0.37	0	Africa1	0.109577952981861	18.3132	39.574	0.721085798191583	Other	2013	1.87336080929187
QG0236-C	DR of the Congo	Kinshasa	44.88	1	0.99	0	0	0	Africa1	NA	NA	NA	NA	NA	2013	1.02030405060708
QG0237-C	DR of the Congo	Kinshasa	24.49	3	0	0.31	0.56	0.13	Africa1	0.773106756359391	401.296351851852	1028.662	0.628584884241552	HighSib	2013	2.3441162681669
QG0238-C	DR of the Congo	Kinshasa	84.74	4	0.02	0.2	0.65	0.12	Africa1	0.40836378262146	NA	NA	NA	NA	2013	2.09511837418814
QG0239-C	DR of the Congo	Kinshasa	47.23	1	1	0	0	0	Africa1	NA	NA	NA	NA	NA	2013	1
QG0240-C	DR of the Congo	Kinshasa	18.17	4	0.03	0.18	0.58	0.2	Africa1	0.458758275936193	NA	NA	NA	NA	2013	2.44081034903588
QG0241-C	DR of the Congo	Kinshasa	43.94	3	0	0.12	0.82	0.06	Africa1	0.734382366276783	375.800483516483	1043.408	0.512829117099082	HighSib	2013	1.44843568945539
QG0243-C	DR of the Congo	Kinshasa	74.34	1	1	0	0	0	Africa1	NA	NA	NA	NA	NA	2013	1
QG0244-C	DR of the Congo	Kinshasa	22.53	4	0.03	0.26	0.58	0.13	Africa1	0.4478791744416	NA	NA	NA	NA	2013	2.37079184447605
QG0245-C	DR of the Congo	Kinshasa	90.47	1	1	0	0	0	Africa1	NA	NA	NA	NA	NA	2013	1
QG0246-C	DR of the Congo	Kinshasa	64.1	2	0.64	0	0.36	0	Africa1	0.811789534129963	416.626259259259	763.807	0.921689950108784	HighSib	2013	1.85459940652819
QG0247-C	DR of the Congo	Kinshasa	37.77	1	1	0	0	0	Africa1	NA	NA	NA	NA	NA	2013	1
QG0248-C	DR of the Congo	Kinshasa	48.04	4	0.05	0.3	0.51	0.14	Africa1	0.375327460241868	NA	NA	NA	NA	2013	2.68672756582483
QG0249-C	DR of the Congo	Kinshasa	101.19	1	1	0	0	0	Africa1	NA	NA	NA	NA	NA	2013	1
QG0250-C	DR of the Congo	Kinshasa	19.33	1	1	0	0	0	Africa1	NA	NA	NA	NA	NA	2013	1
QG0251-C	DR of the Congo	Kinshasa	59.15	3	0	0.18	0.5	0.32	Africa1	0.0812106177065434	13.3964444444444	64.716	0.452914942562064	Other	2013	2.5987525987526
QG0252-C	DR of the Congo	Kinshasa	30.98	1	1	0	0	0	Africa1	NA	NA	NA	NA	NA	2013	1
QG0253-C	DR of the Congo	Kinshasa	78.06	4	0.05	0.29	0.52	0.14	Africa1	0.51086437159145	NA	NA	NA	NA	2013	2.65533722782793
QG0254-C	DR of the Congo	Kinshasa	13.91	3	0.01	0.28	0.6	0.11	Africa1	0.432665268649165	NA	NA	NA	NA	2013	2.21926320461607
QG0255-C	DR of the Congo	Kinshasa	34.92	1	0.99	0	0	0	Africa1	NA	NA	NA	NA	NA	2013	1.02030405060708
QG0256-C	DR of the Congo	Kinshasa	15.64	1	1	0	0	0	Africa1	NA	NA	NA	NA	NA	2013	1
QG0257-C	DR of the Congo	Kinshasa	78.38	1	1	0	0	0	Africa1	NA	NA	NA	NA	NA	2013	1
QG0258-C	DR of the Congo	Kinshasa	43.94	1	1	0	0	0	Africa1	NA	NA	NA	NA	NA	2013	1
QG0259-C	DR of the Congo	Kinshasa	71.2	4	0.06	0.26	0.54	0.13	Africa1	0.452560567758776	NA	NA	NA	NA	2013	2.63365815117198
QG0260-C	DR of the Congo	Kinshasa	33.71	2	0.6	0	0.4	0	Africa1	0.501653362484697	278.66237037037	335.074	0.747411392279503	Sib	2013	1.92307692307692
QG0261-C	DR of the Congo	Kinshasa	10.77	1	1	0	0	0	Africa1	NA	NA	NA	NA	NA	2013	1
QG0262-C	DR of the Congo	Kinshasa	96.86	2	0.96	0	0	0.04	Africa1	0.717709216015643	473.176483870968	1201.296	0.652288895066947	HighSib	2013	1.08318890814558
QG0263-C	DR of the Congo	Kinshasa	44.47	2	0.93	0	0.07	0	Africa1	0.451106065045691	104.110166666667	302.974	0.351884034147133	Sib	2013	1.14968958381237
QG0264-C	DR of the Congo	Kinshasa	11.68	1	0.99	0	0	0	Africa1	NA	NA	NA	NA	NA	2013	1.02030405060708
QG0265-C	DR of the Congo	Kinshasa	68.2	1	1	0	0	0	Africa1	NA	NA	NA	NA	HighSib	2013	1
QG0266-C	DR of the Congo	Kinshasa	103.21	3	0	0.3	0.51	0.18	Africa1	0.0459380485140357	5.1615	10.911	0.648286291707821	Other	2013	2.61437908496732
QG0267-C	DR of the Congo	Kinshasa	31.47	2	0.66	0	0.34	0	Africa1	0.1397053453675	6.604	26.348	0.666125357727372	Other	2013	1.81422351233672
QG0268-C	DR of the Congo	Kinshasa	7.65	3	0.76	0	0.02	0.22	Africa1	0.353282329873466	271.289761904762	1000.608	0	Other	2013	1.59642401021711
QG0269-C	DR of the Congo	Kinshasa	108.55	1	1	0	0	0	Africa1	NA	NA	NA	NA	HighSib	2013	1
QG0270-C	DR of the Congo	Kinshasa	106.21	1	0.01	0.01	0.98	0.01	Africa1	NA	NA	NA	NA	NA	2013	1.04090767148954
QG0271-C	DR of the Congo	Kinshasa	69.17	2	0.68	0	0.32	0	Africa1	0.663307126979118	501.352346153846	883.145	0.847946887607038	Sib	2013	1.77053824362606
QG0273-C	DR of the Congo	Kinshasa	79.08	2	0.92	0	0.08	0	Africa1	0.2604484211107	31.7445714285714	228.347	0.471592342120253	Other	2013	1.17260787992495
QG0274-C	DR of the Congo	Kinshasa	8.65	1	0.99	0	0	0	Africa1	NA	NA	NA	NA	NA	2013	1.02030405060708
QG0275-C	DR of the Congo	Kinshasa	41.34	1	1	0	0	0	Africa1	NA	NA	NA	NA	NA	2013	1
QG0276-C	DR of the Congo	Kinshasa	28.79	1	0.99	0	0.01	0.01	Africa1	NA	NA	NA	NA	NA	2013	1.02009588901357
QG0277-C	DR of the Congo	Kinshasa	111.68	1	0.99	0	0	0	Africa1	NA	NA	NA	NA	NA	2013	1.02030405060708
QG0278-C	DR of the Congo	Kinshasa	23.26	4	0.03	0.25	0.58	0.13	Africa1	0.515833719202575	NA	NA	NA	NA	2013	2.39980801535877
QG0279-C	DR of the Congo	Kinshasa	74.48	4	0.06	0.29	0.48	0.16	Africa1	0.382533411020179	NA	NA	NA	NA	2013	2.90951411114344
QG0280-C	DR of the Congo	Kinshasa	84.98	2	0.57	0	0.43	0	Africa1	0.483684417841937	351.56676	747.721	0.85722302758937	Sib	2013	1.96155355041193
QG0281-C	DR of the Congo	Kinshasa	34.47	1	0.99	0	0	0	Africa1	NA	NA	NA	NA	NA	2013	1.02030405060708
QG0282-C	DR of the Congo	Kinshasa	17.54	1	0.99	0	0	0	Africa1	NA	NA	NA	NA	NA	2013	1.02030405060708
QG0284-C	DR of the Congo	Kinshasa	58.17	3	0	0.2	0.5	0.3	Africa1	0.0529987911939639	7.29052941176471	65.101	0.61662046286456	Other	2013	2.63157894736842
QG0285-C	DR of the Congo	Kinshasa	9.84	2	0.67	0	0.33	0	Africa1	0.343924701433337	90.4724761904762	345.042	0.441602272774005	Sib	2013	1.79275726066691
QG0286-C	DR of the Congo	Kinshasa	18.7	1	0.99	0	0	0	Africa1	NA	NA	NA	NA	NA	2013	1.02030405060708
QG0287-C	DR of the Congo	Kinshasa	22.68	1	1	0	0	0	Africa1	NA	NA	NA	NA	NA	2013	1
QG0288-C	DR of the Congo	Kinshasa	24.04	3	0	0.36	0.43	0.21	Africa1	0.29763135088278	88.03415625	481.408	0.0132043169884781	Other	2013	2.78862242052426
QG0289-C	DR of the Congo	Kinshasa	17.64	2	0.69	0	0.31	0	Africa1	0.122021522037652	21.705	64.496	0.665140969729031	Other	2013	1.74764068507515
QG0290-C	DR of the Congo	Kinshasa	16.14	2	0.89	0	0	0.11	Africa1	0.325300024886161	94.9071538461538	393.124	0.301890233090464	Sib	2013	1.24347177319075
QG0291-C	DR of the Congo	Kinshasa	13.98	1	1	0	0	0	Africa1	NA	NA	NA	NA	NA	2013	1
QG0292-C	DR of the Congo	Kinshasa	25.18	1	1	0	0	0	Africa1	NA	NA	NA	NA	NA	2013	1
QG0293-C	DR of the Congo	Kinshasa	13.71	3	0	0.31	0.55	0.13	Africa1	0.499333408114075	269.307510638298	962.436	0.148142838952804	Sib	2013	2.40673886883273
QG0294-C	DR of the Congo	Kinshasa	13.09	2	0.7	0	0.3	0	Africa1	0.190618014592084	45.4	68.544	0.551408969377595	Other	2013	1.72413793103448
QG0295-C	DR of the Congo	Kinshasa	10.69	1	1	0	0	0	Africa1	NA	NA	NA	NA	NA	2013	1
QG0296-C	DR of the Congo	Kinshasa	47.69	1	0.99	0	0	0	Africa1	NA	NA	NA	NA	NA	2013	1.02030405060708
QG0297-C	DR of the Congo	Kinshasa	28.1	2	0.77	0	0.23	0	Africa1	0.436706707074826	289.631772727273	756.545	0.690554294757412	Sib	2013	1.54846701765252
QG0298-C	DR of the Congo	Kinshasa	46.95	3	0.95	0.01	0.02	0.02	Africa1	0.335151814380173	NA	NA	NA	NA	2013	1.10692937790569
QG0299-C	DR of the Congo	Kinshasa	128.15	1	1	0	0	0	Africa1	NA	NA	NA	NA	NA	2013	1
QG0300-C	DR of the Congo	Kinshasa	59.18	2	0.95	0	0.05	0	Africa1	0.31561397838677	61.9716363636364	101.482	0.368849512991124	Sib	2013	1.10497237569061
PF0004-C	Ghana	Kassena	41.67	2	0.66	0	0.34	0	Africa2	0.0559145109640591	5.5105	10.911	0.850627327601169	Unrelated	2009	1.81422351233672
PF0006-C	Ghana	Kassena	54.52	3	0	0.29	0.54	0.17	Africa2	0.102807546074887	5.43392307692308	19.29	0.327541535326942	Other	2009	2.47157686604053
PF0007-C	Ghana	Kassena	8.46	3	0.56	0.08	0	0.36	Africa2	0.35841081657465	357.275512820513	909.362	0.0376056036516119	Other	2009	2.22419928825623
PF0008-C	Ghana	Kassena	32.69	1	1	0	0	0	Africa2	NA	NA	NA	NA	NA	2009	1
PF0009-C	Ghana	Kassena	41.26	2	0.61	0	0.39	0	Africa2	0.161501710726425	26.2096666666667	155.303	0.62348452986912	Other	2009	1.90766882869134
PF0010-C	Ghana	Kassena	56.86	2	0.59	0	0.41	0	Africa2	0.173201441793966	85.5579	733.192	0.702045755083072	Other	2009	1.93723363037582
PF0011-C	Ghana	Kassena	66.51	1	1	0	0	0	Africa2	NA	NA	NA	NA	NA	2009	1
PF0012-C	Ghana	Kassena	35.44	2	0.69	0	0.31	0	Africa2	0.0720939735971709	17.689	64.908	0.82362229663954	Unrelated	2009	1.74764068507515
PF0016-C	Ghana	Kassena	10.87	2	0.7	0.01	0	0.3	Africa2	0.472389815056781	360.688285714286	1023.671	0.688813077078197	Sib	2009	1.72384071711774
PF0020-C	Ghana	Kassena	30.29	1	1	0	0	0	Africa2	NA	NA	NA	NA	NA	2009	1
PF0021-C	Ghana	Kassena	58.55	3	0	0.3	0.56	0.14	Africa2	0.476851080873934	263.980095744681	835.13	0.288176193075773	Other	2009	2.36294896030246
PF0022-C	Ghana	Kassena	185.8	1	0.99	0	0	0	Africa2	NA	NA	NA	NA	NA	2009	1.02030405060708
PF0024-C	Ghana	Kassena	105.69	4	0.04	0.18	0.68	0.1	Africa2	0.370342978365008	NA	NA	NA	NA	2009	1.97472353870458
PF0025-C	Ghana	Kassena	41.98	1	1	0	0	0	Africa2	NA	NA	NA	NA	NA	2009	1
PF0026-C	Ghana	Kassena	37.85	2	0.7	0	0	0.3	Africa2	0.0861348144134297	10.911	10.911	0.733573440691294	Unrelated	2009	1.72413793103448
PF0027-C	Ghana	Kassena	26.3	2	0.69	0	0.31	0	Africa2	0.0592583858371395	10.911	10.911	0.815908473355252	Unrelated	2009	1.74764068507515
PF0028-C	Ghana	Kassena	47.99	1	0.99	0	0	0	Africa2	NA	NA	NA	NA	NA	2009	1.02030405060708
PF0029-C	Ghana	Kassena	197.22	3	0	0.42	0.39	0.19	Africa2	0.146718743550814	112.453814814815	623.325	0.377928357200911	Other	2009	2.74273176083379
PF0030-C	Ghana	Kassena	43.73	3	0	0.32	0.48	0.2	Africa2	0.0784849570512487	13.2653333333333	23.347	0.484250421916386	Other	2009	2.68240343347639
PF0031-C	Ghana	Kassena	7.4	1	0.99	0	0	0	Africa2	NA	NA	NA	NA	NA	2009	1.02030405060708
PF0033-C	Ghana	Kassena	39.7	2	0.56	0	0.44	0	Africa2	0.0869587209167526	3.73	10.911	0.768091752282865	Unrelated	2009	1.97160883280757
PF0035-C	Ghana	Kassena	71.05	1	1	0	0	0	Africa2	NA	NA	NA	NA	NA	2009	1
PF0036-C	Ghana	Kassena	56.38	3	0	0.29	0.54	0.17	Africa2	0.0883110936139741	62.6248	235.28	0.561092471213268	Other	2009	2.47157686604053
PF0037-C	Ghana	Kassena	30.1	1	1	0	0	0	Africa2	NA	NA	NA	NA	NA	2009	1
PF0038-C	Ghana	Kassena	106.21	3	0	0.27	0.49	0.24	Africa2	0.215169734993647	140.915408450704	516.108	0.210301123791819	Other	2009	2.69832703723691
PF0039-C	Ghana	Kassena	42.02	2	0.74	0	0.26	0	Africa2	0.703261280864349	545.294304347826	1154.358	0.864392692114329	HighSib	2009	1.62548764629389
PF0040-C	Ghana	Kassena	59.65	3	0	0.25	0.59	0.16	Africa2	0.249998161512516	101.613586666667	285.509	0.164138122252289	Other	2009	2.29252636405319
PF0041-C	Ghana	Kassena	47.61	1	0.98	0.01	0.01	0.01	Africa2	NA	NA	NA	NA	NA	2009	1.04090767148954
PF0042-C	Ghana	Kassena	52.75	1	1	0	0	0	Africa2	NA	NA	NA	NA	HighSib	2009	1
PF0043-C	Ghana	Kassena	186.59	1	1	0	0	0	Africa2	NA	NA	NA	NA	Collapsed manually	2009	1
PF0044-C	Ghana	Kassena	8.2	4	0.03	0.2	0.74	0.03	Africa2	0.344431924550704	NA	NA	NA	NA	2009	1.69664065151001
PF0045-C	Ghana	Kassena	32.8	3	0	0.26	0.52	0.22	Africa2	0.662158581900368	350.742825581395	946.912	0.559605434352435	HighSib	2009	2.5879917184265
PF0046-C	Ghana	Kassena	39.72	2	0.71	0	0	0.29	Africa2	0.303081645859079	75.9393333333333	164.163	0.399262708493214	Sib	2009	1.70010200612037
PF0047-C	Ghana	Kassena	91.1	1	1	0	0	0	Africa2	NA	NA	NA	NA	NA	2009	1
PF0048-C	Ghana	Kassena	22.25	3	0	0.27	0.56	0.16	Africa2	0.354699196019845	212.618561797753	840.935	0.104587796587203	Other	2009	2.42659548653239
PF0049-C	Ghana	Kassena	111.05	3	0	0.34	0.51	0.15	Africa2	0.0465948095914251	27.7037	52.367	0.63650411662094	Other	2009	2.51130085384229
PF0050-C	Ghana	Kassena	6.41	2	0.96	0.01	0.01	0.02	Africa2	0.342255208516919	NA	NA	NA	NA	2009	1.08436347863804
PF0051-C	Ghana	Kassena	174.73	2	0.94	0	0.06	0	Africa2	0.256456988081714	17.8815882352941	75.673	0.51548091169179	Other	2009	1.12714156898106
PF0052-C	Ghana	Kassena	15.58	1	1	0	0	0	Africa2	NA	NA	NA	NA	NA	2009	1
PF0053-C	Ghana	Kassena	24.3	2	0.91	0.01	0	0.09	Africa2	0.48204459032464	225.308482758621	724.569	0.455854114001958	Sib	2009	1.19574315437044
PF0054-C	Ghana	Kassena	100.4	4	0.02	0.18	0.49	0.31	Africa2	0.45967508980757	NA	NA	NA	NA	2009	2.710027100271
PF0055-C	Ghana	Kassena	5.8	1	0.98	0	0.01	0.01	Africa2	NA	NA	NA	NA	NA	2009	1.04101603164689
PF0057-C	Ghana	Kassena	202.29	3	0	0.3	0.58	0.12	Africa2	0.404188368820059	234.010222222222	689.504	0.521991934406893	Other	2009	2.26860254083485
PF0058-C	Ghana	Kassena	136.23	1	1	0	0	0	Africa2	NA	NA	NA	NA	NA	2009	1
PF0062-C	Ghana	Kassena	202.77	1	1	0	0	0	Africa2	NA	NA	NA	NA	NA	2009	1
PF0063-C	Ghana	Kassena	199.02	2	0.67	0	0.33	0	Africa2	0.0412315811153284	NA	NA	NA	Unrelated	2009	1.79275726066691
PF0064-C	Ghana	Kassena	18.81	2	0.2	0	0.8	0	Africa2	0.625820375433361	294.093162162162	667.873	0.61357563950816	Sib	2009	1.47058823529412
PF0065-C	Ghana	Kassena	27.54	2	0.75	0	0.25	0	Africa2	0.103176851960873	13.142	61.042	0.724510445361263	Other	2009	1.6
PF0066-C	Ghana	Kassena	19.08	1	0.97	0.01	0.01	0.01	Africa2	0.296893685902719	NA	NA	NA	NA	2009	1.06247343816405
PF0069-C	Ghana	Kassena	233.55	3	0	0.32	0.45	0.22	Africa2	0.0577596991098719	20.4554285714286	62.798	0.628042388421511	Other	2009	2.83045570336824
PF0073-C	Ghana	Kassena	137.18	1	1	0	0	0	Africa2	NA	NA	NA	NA	NA	2009	1
PF0074-C	Ghana	Kassena	54.94	1	0.99	0	0	0.01	Africa2	NA	NA	NA	NA	NA	2009	1.020199959192
PF0075-C	Ghana	Kassena	50.71	3	0	0.41	0.42	0.16	Africa2	0.223481392224862	111.087612244898	724.065	0.0675207871358116	Other	2009	2.70197243988111
PF0078-C	Ghana	Kassena	17.52	2	0.65	0	0.35	0	Africa2	0.0498545088099603	NA	NA	NA	Unrelated	2009	1.8348623853211
PF0079-C	Ghana	Kassena	59.03	1	0.99	0	0	0	Africa2	NA	NA	NA	NA	NA	2009	1.02030405060708
PF0080-C	Ghana	Kassena	176.85	2	0.81	0	0.19	0	Africa2	0.0451934320920023	NA	NA	NA	Unrelated	2009	1.4446691707599
PF0081-C	Ghana	Kassena	40.06	3	0.02	0.01	0.94	0.03	Africa2	0.307083600747637	NA	NA	NA	NA	2009	1.12994350282486
PF0084-C	Ghana	Kassena	109.72	2	0.72	0	0.28	0	Africa2	0.0148539596963796	NA	NA	NA	Unrelated	2009	1.67560321715818
PF0085-C	Ghana	Kassena	26.04	2	0.55	0	0.45	0	Africa2	0.251409335801064	198.194375	289.104	0.797172164418457	Other	2009	1.98019801980198
PF0089-C	Ghana	Kassena	7.17	3	0.66	0.05	0	0.29	Africa2	0.476141911423221	246.281656862745	734.437	0.0436318920602666	Other	2009	1.91497510532363
PF0090-C	Ghana	Kassena	71.92	3	0	0.31	0.59	0.1	Africa2	0.213440227892836	86.7657285714286	311.721	0.188476390360006	Other	2009	2.20167327168648
PF0092-C	Ghana	Kassena	168.69	1	1	0	0	0	Africa2	NA	NA	NA	NA	NA	2009	1
PF0095-C	Ghana	Kassena	37.22	1	0.97	0.01	0.01	0.01	Africa2	NA	NA	NA	NA	NA	2009	1.06247343816405
PF0096-C	Ghana	Kassena	251.14	3	0	0.31	0.56	0.13	Africa2	0.15025734046663	90.7613939393939	742.267	0.362464582882486	Other	2009	2.3441162681669
PF0097-C	Ghana	Kassena	181.34	2	0.84	0	0.16	0	Africa2	0.240256116990226	146.732166666667	284.732	0.805091822481891	Other	2009	1.36761487964989
PF0098-C	Ghana	Kassena	126.47	1	1	0	0	0	Africa2	NA	NA	NA	NA	NA	2009	1
PF0100-C	Ghana	Kassena	167.84	1	0.99	0	0	0	Africa2	NA	NA	NA	NA	NA	2009	1.02030405060708
PF0101-C	Ghana	Kassena	139.63	2	0.69	0	0.31	0	Africa2	0.032340332058612	NA	NA	NA	Unrelated	2009	1.74764068507515
PF0102-C	Ghana	Kassena	176.36	2	0.92	0	0.08	0	Africa2	0.243506254211429	18.3625333333333	148.415	0.512227361100269	Other	2009	1.17260787992495
PF0103-C	Ghana	Kassena	194.42	4	0.07	0.23	0.59	0.11	Africa2	0.34113756217014	NA	NA	NA	NA	2009	2.39234449760766
PF0104-C	Ghana	Kassena	151.26	3	0	0.18	0.47	0.34	Africa2	0.0489098212678114	6.87793333333333	20.231	0.648003087150092	Other	2009	2.71076172404446
PF0105-C	Ghana	Kassena	36.04	2	0.9	0	0.01	0.09	Africa2	0.764387332080271	353.804652173913	1028.632	0.67446678988299	HighSib	2009	1.22219506233195
PF0106-C	Ghana	Kassena	27.82	1	1	0	0	0	Africa2	NA	NA	NA	NA	NA	2009	1
PF0107-C	Ghana	Kassena	53.56	1	0.99	0	0	0	Africa2	NA	NA	NA	NA	NA	2009	1.02030405060708
PF0108-C	Ghana	Kassena	188.32	1	1	0	0	0	Africa2	NA	NA	NA	NA	NA	2009	1
PF0109-C	Ghana	Kassena	152.19	2	0.8	0	0.2	0	Africa2	0.0593160082095005	11.059	11.059	0.827179508938538	Unrelated	2009	1.47058823529412
PF0111-C	Ghana	Kassena	21.52	3	0.01	0.2	0.69	0.09	Africa2	0.487967441220482	NA	NA	NA	NA	2009	1.90730497806599
PF0112-C	Ghana	Kassena	135.68	4	0.05	0.25	0.57	0.13	Africa2	0.439599918799517	NA	NA	NA	NA	2009	2.45821042281219
PF0113-C	Ghana	Kassena	126.07	2	0.85	0	0.15	0	Africa2	0.395170585170072	209.3515	469.842	0.609391797370536	Sib	2009	1.34228187919463
PF0114-C	Ghana	Kassena	79.67	3	0	0.13	0.68	0.19	Africa2	0.387486548405227	287.202414285714	749.785	0.302086733821123	Sib	2009	1.94024058983314
PF0115-C	Ghana	Kassena	128.29	1	1	0	0	0	Africa2	NA	NA	NA	NA	NA	2009	1
PF0116-C	Ghana	Kassena	171.81	3	0	0.32	0.52	0.16	Africa2	0.0809361199272942	3.42295833333333	10.911	0.540228248662521	Other	2009	2.51004016064257
PF0117-C	Ghana	Kassena	184.14	1	1	0	0	0	Africa2	NA	NA	NA	NA	NA	2009	1
PF0118-C	Ghana	Kassena	29.71	3	0	0.29	0.59	0.12	Africa2	0.258591929077735	120.082491525424	735.579	0.0651927397955254	Other	2009	2.23914017017465
PF0119-C	Ghana	Kassena	27.81	1	0.99	0	0	0	Africa2	NA	NA	NA	NA	NA	2009	1.02030405060708
PF0121-C	Ghana	Kassena	90.03	1	1	0	0	0	Africa2	NA	NA	NA	NA	NA	2009	1
PF0122-C	Ghana	Kassena	119.24	2	0.89	0	0	0.11	Africa2	0.753596363989893	425.9884	739.63	0.775009552982034	HighSib	2009	1.24347177319075
PF0123-C	Ghana	Kassena	118.22	2	0.75	0	0.25	0	Africa2	0.657463956635076	591.9192	890.915	0.850502842872992	Sib	2009	1.6
PF0124-C	Ghana	Kassena	17.75	2	0.76	0	0.24	0	Africa2	0.170255691312036	7.3045	10.911	0.580567228251716	Other	2009	1.57430730478589
PF0125-C	Ghana	Kassena	89.06	3	0	0.37	0.45	0.18	Africa2	0.114491413193774	34.2328571428571	172.98	0.33114259625359	Other	2009	2.68961807423346
PF0127-C	Ghana	Kassena	196.33	2	0.86	0	0.14	0	Africa2	0.639371353835689	364.909423076923	1084.578	0.812736917128976	Sib	2009	1.31717597471022
PF0128-C	Ghana	Kassena	38.18	2	0.72	0	0.28	0	Africa2	0.0133950556114707	NA	NA	NA	Unrelated	2009	1.67560321715818
PF0129-C	Ghana	Kassena	15.81	1	0.98	0.01	0.01	0.01	Africa2	NA	NA	NA	NA	NA	2009	1.04090767148954
PF0131-C	Ghana	Kassena	74.21	2	0.73	0	0.27	0	Africa2	0.0508060798105907	7.141	10.911	0.848866159601851	Unrelated	2009	1.65070980521624
PF0132-C	Ghana	Kassena	192.31	3	0	0.19	0.69	0.13	Africa2	0.0881625005571545	64.137375	187.818	0.5047394403882	Other	2009	1.89000189000189
PF0133-C	Ghana	Kassena	115.4	2	0.93	0	0.07	0	Africa2	0.306823962560721	30.0766470588235	76.495	0.448151924987447	Sib	2009	1.14968958381237
PF0134-C	Ghana	Kassena	143.51	3	0	0.38	0.45	0.16	Africa2	0.0809345943228881	32.652	64.759	0.476227752948186	Other	2009	2.68456375838926
PF0135-C	Ghana	Kassena	95.64	2	0.81	0	0.19	0	Africa2	0.0528749732049492	5.55	11.059	0.821258965732697	Unrelated	2009	1.4446691707599
PF0136-C	Ghana	Kassena	158.9	1	1	0	0	0	Africa2	NA	NA	NA	NA	NA	2009	1
PF0137-C	Ghana	Kassena	71.96	1	1	0	0	0	Africa2	NA	NA	NA	NA	NA	2009	1
PF0138-C	Ghana	Kassena	25.56	2	0.69	0	0.31	0	Africa2	0.0418492273165251	NA	NA	NA	Unrelated	2009	1.74764068507515
PF0140-C	Ghana	Kassena	44.27	3	0.01	0.29	0.66	0.04	Africa2	0.364749655848783	201.892091836735	770.398	0.0856818741979055	Other	2009	1.91791331031837
PF0141-C	Ghana	Kassena	177.7	4	0.04	0.16	0.51	0.29	Africa2	0.281681078429552	NA	NA	NA	NA	2009	2.69251480883145
PF0142-C	Ghana	Kassena	84.44	1	1	0	0	0	Africa2	NA	NA	NA	NA	NA	2009	1
PF0143-C	Ghana	Kassena	132.29	1	0.99	0	0	0	Africa2	NA	NA	NA	NA	NA	2009	1.02030405060708
PF0144-C	Ghana	Kassena	34.14	3	0	0.2	0.62	0.18	Africa2	0.408980766289747	247.946223880597	819.731	0.314262317544386	Sib	2009	2.18914185639229
PF0145-C	Ghana	Kassena	28.29	1	1	0	0	0	Africa2	NA	NA	NA	NA	NA	2010	1
