strain	isolate	slot	coi	proportion	mean_coverage	ref_calls	nref_calls	zscore	clonal_nref_mean	clonal_nref_sd	country	site	discarded
PH0351-C.h1	PH0351-C	1	2	0.59	10.06	83782	4628	-2.248848933	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0351-C.h2	PH0351-C	2	2	0.41	10.06	83897	4513	-3.093355208	4934.235294	136.1742399	Cambodia	Ratanakiri	TRUE
PH0352-C.h1	PH0352-C	1	1	1	60.17	83406	5004	0.512319407	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0353-C.h1	PH0353-C	1	1	1	53.93	83513	4897	-0.273438604	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0354-C.h1	PH0354-C	1	1	1	37.15	83376	5034	0.732625392	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0355-C.h1	PH0355-C	1	1	1	52.11	83428	4982	0.350761685	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0356-C.h1	PH0356-C	1	1	1	58.69	83409	5001	0.490288809	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0357-C.h1	PH0357-C	1	1	0.99	87.86	83439	4971	0.269982824	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0358-C.h1	PH0358-C	1	1	1	70.64	83517	4893	-0.302812736	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0359-C.h1	PH0359-C	1	1	1	88.9	83514	4896	-0.280782137	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0360-C.h1	PH0360-C	1	1	1	74.32	83498	4912	-0.163285612	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0361-C.h1	PH0361-C	1	1	1	69.01	83436	4974	0.292013423	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0362-C.h1	PH0362-C	1	1	1	66.62	83342	5068	0.982305508	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0363-C.h1	PH0363-C	1	1	1	65.08	83402	5008	0.541693539	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0364-C.h1	PH0364-C	1	1	1	39.4	83570	4840	-0.692019975	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0365-C.h2	PH0365-C	2	3	0.27	50.43	83832	4578	-2.616025574	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0365-C.h3	PH0365-C	3	3	0.59	50.43	83243	5167	1.709315257	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0365-C.h4	PH0365-C	4	3	0.13	50.43	84421	3989	-6.941366406	4934.235294	136.1742399	Cambodia	Ratanakiri	TRUE
PH0366-C.h2	PH0366-C	2	3	0.35	48.22	83643	4767	-1.228097871	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0366-C.h3	PH0366-C	3	3	0.5	48.22	83261	5149	1.577131666	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0366-C.h4	PH0366-C	4	3	0.15	48.22	84086	4324	-4.481282911	4934.235294	136.1742399	Cambodia	Ratanakiri	TRUE
PH0367-C.h1	PH0367-C	1	2	0.14	49.96	83490	4920	-0.10453735	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0367-C.h3	PH0367-C	3	2	0.86	49.96	83412	4998	0.46825821	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0368-C.h1	PH0368-C	1	2	0.67	41.79	83983	4427	-3.72489903	4934.235294	136.1742399	Cambodia	Ratanakiri	TRUE
PH0368-C.h3	PH0368-C	3	2	0.33	41.79	82231	6179	9.140970472	4934.235294	136.1742399	Cambodia	Ratanakiri	TRUE
PH0369-C.h1	PH0369-C	1	2	0.78	17.14	83560	4850	-0.618584647	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0369-C.h3	PH0369-C	3	2	0.22	17.14	84068	4342	-4.34909932	4934.235294	136.1742399	Cambodia	Ratanakiri	TRUE
PH0370-C.h1	PH0370-C	1	1	1	32.2	83449	4961	0.196547496	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0371-C.h1	PH0371-C	1	2	0.77	46.73	83404	5006	0.527006473	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0371-C.h3	PH0371-C	3	2	0.23	46.73	83523	4887	-0.346873933	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0372-C.h1	PH0372-C	1	1	0.99	83.65	83392	5018	0.615128867	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0373-C.h1	PH0373-C	1	2	0.38	33.31	83490	4920	-0.10453735	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0373-C.h3	PH0373-C	3	2	0.62	33.31	83407	5003	0.504975875	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0374-C.h1	PH0374-C	1	1	1	63.02	83448	4962	0.203891029	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0375-C.h1	PH0375-C	1	1	1	61.4	83366	5044	0.80606072	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0376-C.h2	PH0376-C	2	3	0.25	49.78	83658	4752	-1.338250863	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0376-C.h3	PH0376-C	3	3	0.71	49.78	83481	4929	-0.038445554	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0376-C.h4	PH0376-C	4	3	0.03	49.78	83486	4924	-0.075163218	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0377-C.h1	PH0377-C	1	1	1	84.6	83511	4899	-0.258751539	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0378-C.h2	PH0378-C	2	2	0.1	53.64	84233	4177	-5.560782235	4934.235294	136.1742399	Cambodia	Ratanakiri	TRUE
PH0378-C.h3	PH0378-C	3	2	0.89	53.64	83466	4944	0.071707438	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0379-C.h2	PH0379-C	2	3	0.18	52.01	84151	4259	-4.958612544	4934.235294	136.1742399	Cambodia	Ratanakiri	TRUE
PH0379-C.h3	PH0379-C	3	3	0.69	52.01	83369	5041	0.784030122	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0379-C.h4	PH0379-C	4	3	0.13	52.01	84380	4030	-6.64028156	4934.235294	136.1742399	Cambodia	Ratanakiri	TRUE
PH0380-C.h1	PH0380-C	1	2	0.84	169.36	83412	4998	0.46825821	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0380-C.h3	PH0380-C	3	2	0.16	169.36	83642	4768	-1.220754338	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0381-C.h1	PH0381-C	1	1	0.99	57.99	83472	4938	0.027646241	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0382-C.h1	PH0382-C	1	1	1	44.67	83475	4935	0.005615643	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0383-C.h1	PH0383-C	1	4	0.05	52.62	83890	4520	-3.041950478	4934.235294	136.1742399	Cambodia	Ratanakiri	TRUE
PH0383-C.h2	PH0383-C	2	4	0.21	52.62	83698	4712	-1.631992176	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0383-C.h3	PH0383-C	3	4	0.62	52.62	83317	5093	1.165893828	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0383-C.h4	PH0383-C	4	4	0.12	52.62	84259	4151	-5.751714089	4934.235294	136.1742399	Cambodia	Ratanakiri	TRUE
PH0384-C.h2	PH0384-C	2	3	0.26	59.57	83528	4882	-0.383591597	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0384-C.h3	PH0384-C	3	3	0.6	59.57	83441	4969	0.255295759	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0384-C.h4	PH0384-C	4	3	0.14	59.57	83989	4421	-3.768960227	4934.235294	136.1742399	Cambodia	Ratanakiri	TRUE
PH0502-C.h1	PH0502-C	1	1	1	29.1	83427	4983	0.358105218	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0503-C.h1	PH0503-C	1	2	0.66	9.03	83788	4622	-2.29291013	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0503-C.h2	PH0503-C	2	2	0.33	9.03	83934	4476	-3.365065922	4934.235294	136.1742399	Cambodia	Ratanakiri	TRUE
PH0504-C.h1	PH0504-C	1	2	0.64	25.54	83522	4888	-0.3395304	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0504-C.h3	PH0504-C	3	2	0.36	25.54	83675	4735	-1.463090921	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0505-C.h1	PH0505-C	1	4	0.05	78.03	84101	4309	-4.591435903	4934.235294	136.1742399	Cambodia	Ratanakiri	TRUE
PH0505-C.h2	PH0505-C	2	4	0.24	78.03	83737	4673	-1.918389956	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0505-C.h3	PH0505-C	3	4	0.52	78.03	83138	5272	2.480386203	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0505-C.h4	PH0505-C	4	4	0.18	78.03	83942	4468	-3.423814185	4934.235294	136.1742399	Cambodia	Ratanakiri	TRUE
PH0506-C.h1	PH0506-C	1	1	1	38.13	83414	4996	0.453571145	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0507-C.h1	PH0507-C	1	1	1	50.39	83425	4985	0.372792284	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0508-C.h1	PH0508-C	1	1	1	48.17	83418	4992	0.424197014	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0510-C.h2	PH0510-C	2	3	0.4	25.92	83667	4743	-1.404342659	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0510-C.h3	PH0510-C	3	3	0.49	25.92	83303	5107	1.268703288	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0510-C.h4	PH0510-C	4	3	0.11	25.92	84083	4327	-4.459252312	4934.235294	136.1742399	Cambodia	Ratanakiri	TRUE
PH0511-C.h1	PH0511-C	1	4	0.05	19.27	83495	4915	-0.141255014	4934.235294	136.1742399	Cambodia	Preah Vihear	FALSE
PH0511-C.h2	PH0511-C	2	4	0.31	19.27	83913	4497	-3.210851733	4934.235294	136.1742399	Cambodia	Preah Vihear	TRUE
PH0511-C.h3	PH0511-C	3	4	0.46	19.27	83354	5056	0.894183114	4934.235294	136.1742399	Cambodia	Preah Vihear	FALSE
PH0511-C.h4	PH0511-C	4	4	0.19	19.27	84018	4392	-3.981922679	4934.235294	136.1742399	Cambodia	Preah Vihear	TRUE
PH0513-C.h1	PH0513-C	1	1	1	53.2	83476	4934	-0.00172789	4934.235294	136.1742399	Cambodia	Preah Vihear	FALSE
PH0514-C.h1	PH0514-C	1	1	1	33.38	83496	4914	-0.148598546	4934.235294	136.1742399	Cambodia	Preah Vihear	FALSE
PH0515-C.h1	PH0515-C	1	1	0.99	7.13	83897	4513	-3.093355208	4934.235294	136.1742399	Cambodia	Preah Vihear	TRUE
PH0516-C.h1	PH0516-C	1	1	1	33.19	83427	4983	0.358105218	4934.235294	136.1742399	Cambodia	Preah Vihear	FALSE
PH0517-C.h1	PH0517-C	1	1	1	63.32	83525	4885	-0.361560998	4934.235294	136.1742399	Cambodia	Preah Vihear	FALSE
PH0518-C.h1	PH0518-C	1	1	1	140.78	83498	4912	-0.163285612	4934.235294	136.1742399	Cambodia	Preah Vihear	FALSE
PH0519-C.h1	PH0519-C	1	1	1	68.66	83350	5060	0.923557245	4934.235294	136.1742399	Cambodia	Preah Vihear	FALSE
PH0520-C.h1	PH0520-C	1	1	1	51.72	83462	4948	0.101081569	4934.235294	136.1742399	Cambodia	Preah Vihear	FALSE
PH0521-C.h1	PH0521-C	1	1	1	68.58	83404	5006	0.527006473	4934.235294	136.1742399	Cambodia	Preah Vihear	FALSE
PH0522-C.h1	PH0522-C	1	1	1	21.83	83415	4995	0.446227612	4934.235294	136.1742399	Cambodia	Preah Vihear	FALSE
PH0523-C.h1	PH0523-C	1	1	1	97.98	83575	4835	-0.728737639	4934.235294	136.1742399	Cambodia	Preah Vihear	FALSE
PH0524-C.h1	PH0524-C	1	1	1	122.32	83472	4938	0.027646241	4934.235294	136.1742399	Cambodia	Preah Vihear	FALSE
PH0525-C.h1	PH0525-C	1	1	1	33.77	83451	4959	0.18186043	4934.235294	136.1742399	Cambodia	Preah Vihear	FALSE
PH0585-C.h1	PH0585-C	1	1	1	59.55	83454	4956	0.159829832	4934.235294	136.1742399	Cambodia	Preah Vihear	FALSE
PH0586-C.h1	PH0586-C	1	1	1	29.89	83440	4970	0.262639291	4934.235294	136.1742399	Cambodia	Preah Vihear	FALSE
PH0587-C.h1	PH0587-C	1	1	1	28.42	83477	4933	-0.009071423	4934.235294	136.1742399	Cambodia	Preah Vihear	FALSE
PH0588-C.h1	PH0588-C	1	2	0.9	24.81	83565	4845	-0.655302311	4934.235294	136.1742399	Cambodia	Preah Vihear	FALSE
PH0588-C.h4	PH0588-C	4	2	0.08	24.81	84059	4351	-4.283007525	4934.235294	136.1742399	Cambodia	Preah Vihear	TRUE
PH0589-C.h1	PH0589-C	1	1	1	67.33	83371	5039	0.769343056	4934.235294	136.1742399	Cambodia	Preah Vihear	FALSE
PH0590-C.h2	PH0590-C	2	3	0.26	70.92	83976	4434	-3.6734943	4934.235294	136.1742399	Cambodia	Preah Vihear	TRUE
PH0590-C.h3	PH0590-C	3	3	0.56	70.92	83121	5289	2.605226261	4934.235294	136.1742399	Cambodia	Preah Vihear	FALSE
PH0590-C.h4	PH0590-C	4	3	0.18	70.92	84225	4185	-5.502033973	4934.235294	136.1742399	Cambodia	Preah Vihear	TRUE
PH0592-C.h1	PH0592-C	1	1	0.98	81.52	83510	4900	-0.251408006	4934.235294	136.1742399	Cambodia	Preah Vihear	FALSE
PH0593-C.h1	PH0593-C	1	1	1	66.49	83395	5015	0.593098268	4934.235294	136.1742399	Cambodia	Preah Vihear	FALSE
PH0594-C.h1	PH0594-C	1	2	0.84	66.31	83452	4958	0.174516898	4934.235294	136.1742399	Cambodia	Preah Vihear	FALSE
PH0594-C.h3	PH0594-C	3	2	0.16	66.31	83695	4715	-1.609961578	4934.235294	136.1742399	Cambodia	Preah Vihear	FALSE
PH0595-C.h1	PH0595-C	1	2	0.81	83.48	83417	4993	0.431540546	4934.235294	136.1742399	Cambodia	Preah Vihear	FALSE
PH0595-C.h3	PH0595-C	3	2	0.19	83.48	83612	4798	-1.000448354	4934.235294	136.1742399	Cambodia	Preah Vihear	FALSE
PH0596-C.h1	PH0596-C	1	1	1	158.19	83328	5082	1.085114967	4934.235294	136.1742399	Cambodia	Preah Vihear	FALSE
PH0597-C.h1	PH0597-C	1	1	1	62.11	83526	4884	-0.368904531	4934.235294	136.1742399	Cambodia	Preah Vihear	FALSE
PH0598-C.h1	PH0598-C	1	1	1	67.85	83474	4936	0.012959176	4934.235294	136.1742399	Cambodia	Preah Vihear	FALSE
PH0599-C.h1	PH0599-C	1	1	1	69.04	83451	4959	0.18186043	4934.235294	136.1742399	Cambodia	Preah Vihear	FALSE
PH0600-C.h1	PH0600-C	1	1	1	74.13	83457	4953	0.137799234	4934.235294	136.1742399	Cambodia	Preah Vihear	FALSE
PH0601-C.h1	PH0601-C	1	1	1	62.57	83449	4961	0.196547496	4934.235294	136.1742399	Cambodia	Preah Vihear	FALSE
PH0602-C.h1	PH0602-C	1	1	1	72.29	83490	4920	-0.10453735	4934.235294	136.1742399	Cambodia	Preah Vihear	FALSE
PH0603-C.h2	PH0603-C	2	3	0.31	112.12	83524	4886	-0.354217465	4934.235294	136.1742399	Cambodia	Preah Vihear	FALSE
PH0603-C.h3	PH0603-C	3	3	0.56	112.12	83383	5027	0.681220662	4934.235294	136.1742399	Cambodia	Preah Vihear	FALSE
PH0603-C.h4	PH0603-C	4	3	0.12	112.12	84120	4290	-4.730963027	4934.235294	136.1742399	Cambodia	Preah Vihear	TRUE
PH0604-C.h1	PH0604-C	1	1	1	64.64	83439	4971	0.269982824	4934.235294	136.1742399	Cambodia	Preah Vihear	FALSE
PH0605-C.h1	PH0605-C	1	1	1	90.35	83498	4912	-0.163285612	4934.235294	136.1742399	Cambodia	Preah Vihear	FALSE
PH0608-C.h1	PH0608-C	1	1	0.99	10.9	83755	4655	-2.050573547	4934.235294	136.1742399	Cambodia	Preah Vihear	FALSE
PH0609-C.h1	PH0609-C	1	1	1	23.87	83524	4886	-0.354217465	4934.235294	136.1742399	Cambodia	Preah Vihear	FALSE
PH0610-C.h1	PH0610-C	1	1	1	12.39	83611	4799	-0.993104821	4934.235294	136.1742399	Cambodia	Preah Vihear	FALSE
PH0611-C.h1	PH0611-C	1	1	0.99	9.27	83719	4691	-1.786206365	4934.235294	136.1742399	Cambodia	Preah Vihear	FALSE
PH0613-C.h1	PH0613-C	1	4	0.75	7.64	83727	4683	-1.844954628	4934.235294	136.1742399	Cambodia	Preah Vihear	FALSE
PH0613-C.h2	PH0613-C	2	4	0.03	7.64	83058	5352	3.067868829	4934.235294	136.1742399	Cambodia	Preah Vihear	TRUE
PH0613-C.h3	PH0613-C	3	4	0.02	7.64	82810	5600	4.889064968	4934.235294	136.1742399	Cambodia	Preah Vihear	TRUE
PH0613-C.h4	PH0613-C	4	4	0.2	7.64	83817	4593	-2.505872582	4934.235294	136.1742399	Cambodia	Preah Vihear	FALSE
PH0614-C.h2	PH0614-C	2	3	0.39	67.57	83508	4902	-0.23672094	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0614-C.h3	PH0614-C	3	3	0.5	67.57	83260	5150	1.584475199	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0614-C.h4	PH0614-C	4	3	0.11	67.57	84171	4239	-5.1054832	4934.235294	136.1742399	Cambodia	Ratanakiri	TRUE
PH0616-C.h1	PH0616-C	1	3	0.7	5.78	84048	4362	-4.202228663	4934.235294	136.1742399	Cambodia	Ratanakiri	TRUE
PH0616-C.h3	PH0616-C	3	3	0.02	5.78	82795	5615	4.999217961	4934.235294	136.1742399	Cambodia	Ratanakiri	TRUE
PH0616-C.h4	PH0616-C	4	3	0.27	5.78	83599	4811	-0.904982427	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0617-C.h1	PH0617-C	1	1	1	16.82	83437	4973	0.28466989	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0619-C.h1	PH0619-C	1	1	1	45.77	83408	5002	0.497632342	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0620-C.h1	PH0620-C	1	1	0.99	6.12	83929	4481	-3.328348258	4934.235294	136.1742399	Cambodia	Ratanakiri	TRUE
PH0621-C.h1	PH0621-C	1	1	0.99	15.66	83325	5085	1.107145566	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0623-C.h1	PH0623-C	1	1	1	66.84	83342	5068	0.982305508	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0624-C.h1	PH0624-C	1	1	1	34.15	83605	4805	-0.949043624	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0625-C.h1	PH0625-C	1	1	1	50.82	83457	4953	0.137799234	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0626-C.h1	PH0626-C	1	1	1	69.22	83474	4936	0.012959176	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0627-C.h2	PH0627-C	2	3	0.34	55.04	83689	4721	-1.565900381	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0627-C.h3	PH0627-C	3	3	0.44	55.04	83191	5219	2.091178964	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0627-C.h4	PH0627-C	4	3	0.22	55.04	83947	4463	-3.460531849	4934.235294	136.1742399	Cambodia	Ratanakiri	TRUE
PH0628-C.h2	PH0628-C	2	3	0.35	65.25	83673	4737	-1.448403856	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0628-C.h3	PH0628-C	3	3	0.45	65.25	83223	5187	1.856185914	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0628-C.h4	PH0628-C	4	3	0.19	65.25	83979	4431	-3.695524899	4934.235294	136.1742399	Cambodia	Ratanakiri	TRUE
PH0629-C.h2	PH0629-C	2	3	0.15	63.35	84003	4407	-3.871769687	4934.235294	136.1742399	Cambodia	Ratanakiri	TRUE
PH0629-C.h3	PH0629-C	3	3	0.78	63.35	83478	4932	-0.016414956	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0629-C.h4	PH0629-C	4	3	0.07	63.35	84185	4225	-5.20829266	4934.235294	136.1742399	Cambodia	Ratanakiri	TRUE
PH0630-C.h1	PH0630-C	1	1	1	34.56	83359	5051	0.85746545	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0631-C.h1	PH0631-C	1	1	0.99	53	83422	4988	0.394822882	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0632-C.h1	PH0632-C	1	1	1	98.93	83314	5096	1.187924427	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0633-C.h1	PH0633-C	1	1	1	48.19	83320	5090	1.14386323	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0634-C.h1	PH0634-C	1	2	0.8	59.92	83479	4931	-0.023758489	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0634-C.h3	PH0634-C	3	2	0.2	59.92	83718	4692	-1.778862833	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0635-C.h2	PH0635-C	2	3	0.23	75.13	83717	4693	-1.7715193	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0635-C.h3	PH0635-C	3	3	0.65	75.13	83370	5040	0.776686589	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0635-C.h4	PH0635-C	4	3	0.12	75.13	84083	4327	-4.459252312	4934.235294	136.1742399	Cambodia	Ratanakiri	TRUE
PH0636-C.h1	PH0636-C	1	1	1	66.96	83368	5042	0.791373655	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0637-C.h1	PH0637-C	1	2	0.72	15.08	83470	4940	0.042333307	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0637-C.h4	PH0637-C	4	2	0.27	15.08	83919	4491	-3.25491293	4934.235294	136.1742399	Cambodia	Ratanakiri	TRUE
PH0638-C.h1	PH0638-C	1	1	1	56.49	83399	5011	0.563724137	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0639-C.h1	PH0639-C	1	1	1	61.47	83310	5100	1.217298558	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0640-C.h1	PH0640-C	1	1	1	61.05	83436	4974	0.292013423	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0641-C.h1	PH0641-C	1	2	0.94	62.9	83382	5028	0.688564195	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0641-C.h3	PH0641-C	3	2	0.06	62.9	84205	4205	-5.355163316	4934.235294	136.1742399	Cambodia	Ratanakiri	TRUE
PH0642-C.h2	PH0642-C	2	3	0.28	112.46	83908	4502	-3.174134069	4934.235294	136.1742399	Cambodia	Ratanakiri	TRUE
PH0642-C.h3	PH0642-C	3	3	0.48	112.46	82927	5483	4.029871628	4934.235294	136.1742399	Cambodia	Ratanakiri	TRUE
PH0642-C.h4	PH0642-C	4	3	0.24	112.46	84102	4308	-4.598779436	4934.235294	136.1742399	Cambodia	Ratanakiri	TRUE
PH0643-C.h1	PH0643-C	1	2	0.78	140.24	83394	5016	0.600441801	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0643-C.h3	PH0643-C	3	2	0.22	140.24	83515	4895	-0.28812567	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0644-C.h1	PH0644-C	1	2	0.03	34.67	83514	4896	-0.280782137	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0644-C.h3	PH0644-C	3	2	0.97	34.67	83410	5000	0.482945276	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0645-C.h2	PH0645-C	2	3	0.31	74	83672	4738	-1.441060323	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0645-C.h3	PH0645-C	3	3	0.5	74	83501	4909	-0.185316211	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0645-C.h4	PH0645-C	4	3	0.19	74	83722	4688	-1.808236964	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0646-C.h2	PH0646-C	2	3	0.19	67.19	83751	4659	-2.021199416	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0646-C.h3	PH0646-C	3	3	0.67	67.19	83353	5057	0.901526647	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0646-C.h4	PH0646-C	4	3	0.14	67.19	84010	4400	-3.923174416	4934.235294	136.1742399	Cambodia	Ratanakiri	TRUE
PH0647-C.h1	PH0647-C	1	1	1	59.13	83467	4943	0.064363905	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0648-C.h1	PH0648-C	1	1	0.97	62.56	83444	4966	0.23326516	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0650-C.h1	PH0650-C	1	1	1	65.3	83489	4921	-0.097193817	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0651-C.h1	PH0651-C	1	4	0.03	21.63	83299	5111	1.298077419	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0651-C.h2	PH0651-C	2	4	0.3	21.63	83849	4561	-2.740865632	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0651-C.h3	PH0651-C	3	4	0.56	21.63	83272	5138	1.496352805	4934.235294	136.1742399	Cambodia	Ratanakiri	FALSE
PH0651-C.h4	PH0651-C	4	4	0.12	21.63	84016	4394	-3.967235613	4934.235294	136.1742399	Cambodia	Ratanakiri	TRUE
PH0727-C.h1	PH0727-C	1	1	0.99	51.67	83516	4894	-0.295469203	4934.235294	136.1742399	Cambodia	Preah Vihear	FALSE
PH0728-C.h1	PH0728-C	1	1	1	48.15	83436	4974	0.292013423	4934.235294	136.1742399	Cambodia	Preah Vihear	FALSE
PH0729-C.h1	PH0729-C	1	1	0.99	67.03	83482	4928	-0.045789087	4934.235294	136.1742399	Cambodia	Preah Vihear	FALSE
PH0730-C.h1	PH0730-C	1	1	0.99	7.59	83981	4429	-3.710211965	4934.235294	136.1742399	Cambodia	Preah Vihear	TRUE
PH0731-C.h1	PH0731-C	1	1	1	20.34	83642	4768	-1.220754338	4934.235294	136.1742399	Cambodia	Preah Vihear	FALSE
PH0732-C.h1	PH0732-C	1	1	1	23.95	83522	4888	-0.3395304	4934.235294	136.1742399	Cambodia	Preah Vihear	FALSE
PH0733-C.h1	PH0733-C	1	2	0.88	49.25	83468	4942	0.057020372	4934.235294	136.1742399	Cambodia	Preah Vihear	FALSE
PH0733-C.h3	PH0733-C	3	2	0.12	49.25	84190	4220	-5.245010324	4934.235294	136.1742399	Cambodia	Preah Vihear	TRUE
PH0734-C.h1	PH0734-C	1	2	0.55	19.87	83547	4863	-0.52311872	4934.235294	136.1742399	Cambodia	Preah Vihear	FALSE
PH0734-C.h3	PH0734-C	3	2	0.45	19.87	83669	4741	-1.419029724	4934.235294	136.1742399	Cambodia	Preah Vihear	FALSE
PH0735-C.h1	PH0735-C	1	2	0.56	16.36	83718	4692	-1.778862833	4934.235294	136.1742399	Cambodia	Preah Vihear	FALSE
